season_year,game_id,home_team_id,away_team_id,home_points_final,away_points_final,lead_changes,times_tied,events_count,has_lineups,has_stats
2025,2d265850-900a-4d26-b91d-9ea1c0a1b382,171b097d-01db-4ae8-9d56-035689402ec6,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,83,90,11,2,373,1,1
2025,2de72b4c-3c39-42c4-8321-18efac227563,08ed8274-e29f-4248-bc2e-83cc8ed18d75,6f017f37-be96-4bdc-b6d3-0a0429c72e89,71,83,11,9,339,1,1
2025,2eb1473f-e48b-4a13-bb64-bb3604b03c6d,0699edf3-5993-4182-b9b4-ec935cbd4fcc,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,66,74,5,6,399,1,1
2025,2eee580f-c783-4be6-baeb-d082df2690a2,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5f0b5caf-708b-4300-92f2-53b51d83ec06,83,75,8,6,406,1,1
2025,2f5baf0d-dd06-464d-95dd-177924f443c9,3c409388-ab73-4c7f-953d-3a71062240f6,a015b02d-845c-40c1-8ef4-844984f47e4d,88,64,0,0,395,1,1
2025,3128ac62-3240-4020-a3d9-456d92e4e181,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,171b097d-01db-4ae8-9d56-035689402ec6,70,68,3,6,391,1,1
2025,31d89653-50a1-4688-b507-15c8e12dad33,f073a15f-0486-4179-b0a3-dfd0294eb595,6f017f37-be96-4bdc-b6d3-0a0429c72e89,83,72,0,0,358,1,1
2025,32604e6c-f852-4281-b6c9-a2d2c18fbc96,08ed8274-e29f-4248-bc2e-83cc8ed18d75,171b097d-01db-4ae8-9d56-035689402ec6,87,78,9,8,398,1,1
2025,326d833a-4a17-4fec-882e-c3699065a0ed,6f017f37-be96-4bdc-b6d3-0a0429c72e89,171b097d-01db-4ae8-9d56-035689402ec6,76,62,5,3,400,1,1
2025,32cb5f24-0d87-4645-a3fd-dd1e0fd1a4f6,08ed8274-e29f-4248-bc2e-83cc8ed18d75,f073a15f-0486-4179-b0a3-dfd0294eb595,98,84,8,3,409,1,1
2025,333e71e9-d362-4003-836b-7d936322e7d2,a015b02d-845c-40c1-8ef4-844984f47e4d,f073a15f-0486-4179-b0a3-dfd0294eb595,77,85,7,10,414,1,1
2025,33c1ac74-3d81-4431-81f2-e8d996bd505b,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,08ed8274-e29f-4248-bc2e-83cc8ed18d75,97,105,7,3,371,1,1
2025,3495c00d-950e-4e49-87e6-3a022d1d9c1b,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,95,86,0,1,363,1,1
2025,35aee448-2794-4453-9b79-17b91ac28be2,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,f073a15f-0486-4179-b0a3-dfd0294eb595,83,77,5,5,441,1,1
2025,35c05ea8-240a-4d51-8940-e54f7f1e403f,0699edf3-5993-4182-b9b4-ec935cbd4fcc,3c409388-ab73-4c7f-953d-3a71062240f6,94,89,4,6,414,1,1
2025,36996288-3356-4ce9-b751-b31f6890cd69,171b097d-01db-4ae8-9d56-035689402ec6,f073a15f-0486-4179-b0a3-dfd0294eb595,89,81,2,6,396,1,1
2025,37b8b67b-ceb5-4918-aa27-3d495a19e646,a015b02d-845c-40c1-8ef4-844984f47e4d,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,85,90,3,1,447,1,1
2025,384c2c90-ef47-49cb-b607-d5752ff7bff9,0699edf3-5993-4182-b9b4-ec935cbd4fcc,f073a15f-0486-4179-b0a3-dfd0294eb595,85,79,5,2,375,1,1
2025,3a283716-466b-440c-a344-5994da2e16aa,4f57ec40-0d35-4b59-bea0-9d040f0d2292,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,72,59,6,1,348,1,1
2025,3f5f7cac-ecfc-4b06-a399-6b587dc94aab,a015b02d-845c-40c1-8ef4-844984f47e4d,3c409388-ab73-4c7f-953d-3a71062240f6,71,62,3,3,385,1,1
2025,421e879b-21e1-43a9-a641-5a1e5cb320a3,4f57ec40-0d35-4b59-bea0-9d040f0d2292,6f017f37-be96-4bdc-b6d3-0a0429c72e89,72,78,5,6,366,1,1
2025,428eaadb-1bde-4aa3-85ad-6353e5c1f025,0699edf3-5993-4182-b9b4-ec935cbd4fcc,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,83,88,17,6,390,1,1
2025,42f7582e-79b3-4a78-88ba-0245ebd00b6b,a015b02d-845c-40c1-8ef4-844984f47e4d,0699edf3-5993-4182-b9b4-ec935cbd4fcc,75,83,0,0,404,1,1
2025,44e93bed-d304-4352-aebd-6ce08d7ecba0,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,5f0b5caf-708b-4300-92f2-53b51d83ec06,81,80,15,3,364,1,1
2025,45eb60bf-a1b9-4f49-90cb-62097ff47bbd,0699edf3-5993-4182-b9b4-ec935cbd4fcc,4f57ec40-0d35-4b59-bea0-9d040f0d2292,86,77,11,10,399,1,1
2025,45ff0733-6194-4e63-bc59-0cc5efa69256,3c409388-ab73-4c7f-953d-3a71062240f6,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,88,94,5,5,394,1,1
2025,467aedcd-fa42-4992-9a69-fce47d1ece15,5f0b5caf-708b-4300-92f2-53b51d83ec06,a015b02d-845c-40c1-8ef4-844984f47e4d,95,101,3,0,407,1,1
2025,47165c40-8cd4-435b-8cc3-4ec5254c2ccd,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,5f0b5caf-708b-4300-92f2-53b51d83ec06,63,87,1,1,401,1,1
2025,473b6ccd-bea1-4377-b656-99e755056013,f073a15f-0486-4179-b0a3-dfd0294eb595,4f57ec40-0d35-4b59-bea0-9d040f0d2292,61,80,2,3,406,1,1
2025,475cc53b-e563-4217-a5dc-930581369bab,0699edf3-5993-4182-b9b4-ec935cbd4fcc,171b097d-01db-4ae8-9d56-035689402ec6,81,84,17,10,403,1,1
2025,47a7d227-3c32-40e6-a7ef-8ac8ab76d1a4,5f0b5caf-708b-4300-92f2-53b51d83ec06,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,79,93,1,1,354,1,1
2025,4a60d4ef-8d10-4f25-bab6-346332242fd5,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,f073a15f-0486-4179-b0a3-dfd0294eb595,77,58,7,11,384,1,1
2025,4ad39d3d-bb92-4273-aac9-14aced9b814c,5f0b5caf-708b-4300-92f2-53b51d83ec06,0699edf3-5993-4182-b9b4-ec935cbd4fcc,98,89,1,1,431,1,1
2025,4b134f76-aff1-49fb-b585-3e9073eb44c2,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,75,85,6,4,373,1,1
2025,4bfeb202-768f-487c-a416-9c9a314242a6,3c409388-ab73-4c7f-953d-3a71062240f6,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,97,86,1,3,436,1,1
2025,4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,f073a15f-0486-4179-b0a3-dfd0294eb595,171b097d-01db-4ae8-9d56-035689402ec6,80,70,11,5,397,1,1
2025,4e456309-00d3-4582-8f89-1c9049054791,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,6f017f37-be96-4bdc-b6d3-0a0429c72e89,92,96,9,5,457,1,1
2025,4f5eef0b-7151-49c4-bc34-46d08d1e5ca1,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,67,98,4,5,406,1,1
2025,50578d4e-21ed-488c-ac01-1008b9b70e0d,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,4f57ec40-0d35-4b59-bea0-9d040f0d2292,67,68,4,3,374,1,1
2025,516df53d-92a5-477a-bf9c-ae883264d691,0699edf3-5993-4182-b9b4-ec935cbd4fcc,6f017f37-be96-4bdc-b6d3-0a0429c72e89,79,71,5,8,359,1,1
2025,53eeff78-96b1-4f61-9270-f1982ce345ae,4f57ec40-0d35-4b59-bea0-9d040f0d2292,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,76,74,12,6,464,1,1
2025,541ceca0-1e17-4022-9583-6389fd9a0b97,3c409388-ab73-4c7f-953d-3a71062240f6,6f017f37-be96-4bdc-b6d3-0a0429c72e89,78,91,5,3,362,1,1
2025,545784f9-c706-42ad-9145-9424c6f683b3,0699edf3-5993-4182-b9b4-ec935cbd4fcc,4f57ec40-0d35-4b59-bea0-9d040f0d2292,81,72,1,0,386,1,1
2025,548df81e-2319-4153-a4df-bf65932d74be,6f017f37-be96-4bdc-b6d3-0a0429c72e89,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,86,90,2,4,378,1,1
2025,56ef45bc-fa3c-47bb-926c-8b9f8433bdb6,5f0b5caf-708b-4300-92f2-53b51d83ec06,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,78,91,3,6,417,1,1
2025,57909126-867a-49a0-bc68-8c65ff35b9dd,4f57ec40-0d35-4b59-bea0-9d040f0d2292,f073a15f-0486-4179-b0a3-dfd0294eb595,88,77,3,0,397,1,1
2025,58213aa0-65d0-474d-8f26-5b28ea18b59d,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,171b097d-01db-4ae8-9d56-035689402ec6,70,75,1,1,376,1,1
2025,585740b6-3c8b-4746-8808-e7635a88c710,5f0b5caf-708b-4300-92f2-53b51d83ec06,171b097d-01db-4ae8-9d56-035689402ec6,80,106,4,5,430,1,1
2025,58be413a-aed7-412e-a0ea-b7b5525ffedc,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,f073a15f-0486-4179-b0a3-dfd0294eb595,74,78,6,3,372,1,1
2025,58dd842c-81d4-4f8b-9019-9fb43e6b3e3c,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,56,89,4,3,390,1,1
2025,5a9dfeb9-11f2-42a8-97c9-81e381c4a9fa,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,171b097d-01db-4ae8-9d56-035689402ec6,102,82,4,2,351,1,1
2025,5aab29d7-6671-4deb-a42c-c71a01e82f9f,3c409388-ab73-4c7f-953d-3a71062240f6,08ed8274-e29f-4248-bc2e-83cc8ed18d75,74,99,1,0,407,1,1
2025,5ad8ad8a-0d14-4a98-986e-ce28cf221779,171b097d-01db-4ae8-9d56-035689402ec6,a015b02d-845c-40c1-8ef4-844984f47e4d,94,86,4,2,368,1,1
2025,5bd3c372-8440-42c1-890b-1f50980339f6,6f017f37-be96-4bdc-b6d3-0a0429c72e89,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,79,93,3,2,385,1,1
2025,5c4e4191-667a-4956-811e-2cccb0324876,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,08ed8274-e29f-4248-bc2e-83cc8ed18d75,89,79,7,5,404,1,1
2025,5cc2b6cf-49a3-4f54-a14e-88d92bf3ac7a,a015b02d-845c-40c1-8ef4-844984f47e4d,5f0b5caf-708b-4300-92f2-53b51d83ec06,83,86,12,10,436,1,1
2025,5e1d090c-1c51-494b-8c1f-1f1ba520ee2a,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,4f57ec40-0d35-4b59-bea0-9d040f0d2292,81,89,14,11,441,1,1
2025,5e64c14b-9cf3-45d2-bd9d-f0af702d801f,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,4f57ec40-0d35-4b59-bea0-9d040f0d2292,67,58,10,5,398,1,1
2025,5ec92dac-bcc5-4c96-a776-daf36ffd931c,6f017f37-be96-4bdc-b6d3-0a0429c72e89,3c409388-ab73-4c7f-953d-3a71062240f6,91,68,4,4,392,1,1
2025,5f3d74e1-8cdd-4616-aedf-f1e90dc75db0,08ed8274-e29f-4248-bc2e-83cc8ed18d75,4f57ec40-0d35-4b59-bea0-9d040f0d2292,95,67,0,0,392,1,1
2025,5f9bc5fb-ea1b-41df-a540-0be01471154c,6f017f37-be96-4bdc-b6d3-0a0429c72e89,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,92,75,5,4,379,1,1
2025,6022e6ab-04da-4d0b-9ef0-7cad9d8f09cc,3c409388-ab73-4c7f-953d-3a71062240f6,f073a15f-0486-4179-b0a3-dfd0294eb595,52,79,0,1,374,1,1
2025,605469ad-b049-40a1-901e-e7506fba8fd2,3c409388-ab73-4c7f-953d-3a71062240f6,171b097d-01db-4ae8-9d56-035689402ec6,74,79,3,1,402,1,1
2025,6284f010-f6d1-40dc-8fca-3b4803fd645b,171b097d-01db-4ae8-9d56-035689402ec6,0699edf3-5993-4182-b9b4-ec935cbd4fcc,83,61,3,1,367,1,1
2025,6391d63f-5468-49cc-98d6-d6f2d7c9bc9a,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5f0b5caf-708b-4300-92f2-53b51d83ec06,100,78,3,2,360,1,1
2025,639e72ff-50dd-401b-a2a8-dd49fdd02b89,0699edf3-5993-4182-b9b4-ec935cbd4fcc,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,77,89,2,8,379,1,1
2025,63c1a202-5e2e-4437-896f-5759a7ed6c69,4f57ec40-0d35-4b59-bea0-9d040f0d2292,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,84,57,0,0,390,1,1
2025,644ab6e9-5db5-4614-a48f-09f6721a63de,5f0b5caf-708b-4300-92f2-53b51d83ec06,171b097d-01db-4ae8-9d56-035689402ec6,86,90,5,2,422,1,1
2025,64fb0c10-3ce1-4592-a3f9-65395a9e58af,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,0699edf3-5993-4182-b9b4-ec935cbd4fcc,95,72,1,2,366,1,1
2025,65e262be-3840-4e8e-bf9a-a4d9fe9acce4,3c409388-ab73-4c7f-953d-3a71062240f6,5f0b5caf-708b-4300-92f2-53b51d83ec06,97,92,16,7,393,1,1
2025,66b295b9-ed48-41fe-8fd7-4cca0813f9f5,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,3c409388-ab73-4c7f-953d-3a71062240f6,81,79,10,14,446,1,1
2025,673f7bf8-4cb2-4836-9dec-4131b50da342,6f017f37-be96-4bdc-b6d3-0a0429c72e89,08ed8274-e29f-4248-bc2e-83cc8ed18d75,86,80,10,3,402,1,1
2025,6a9e0ff7-c5b4-4a72-b217-41dc4a8caa4f,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,6f017f37-be96-4bdc-b6d3-0a0429c72e89,87,91,12,14,407,1,1
2025,6adda940-e25a-4b97-9334-bfcbbb00d303,a015b02d-845c-40c1-8ef4-844984f47e4d,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,85,101,2,6,382,1,1
2025,6d17df9c-9585-4b14-b1ab-7334c0443b45,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,f073a15f-0486-4179-b0a3-dfd0294eb595,75,76,9,3,391,1,1
2025,6ff8bfe8-1070-4692-958b-926fedbc2607,3c409388-ab73-4c7f-953d-3a71062240f6,6f017f37-be96-4bdc-b6d3-0a0429c72e89,87,81,0,0,400,1,1
2025,70027443-e0df-4b70-ae14-444a64d21e97,6f017f37-be96-4bdc-b6d3-0a0429c72e89,a015b02d-845c-40c1-8ef4-844984f47e4d,102,63,0,1,403,1,1
2025,7162ed3d-7135-4801-b3a8-ba85cbcaa7ea,171b097d-01db-4ae8-9d56-035689402ec6,0699edf3-5993-4182-b9b4-ec935cbd4fcc,70,76,5,8,407,1,1
2025,73346e21-9cac-4ec6-b33b-5475f90cc65d,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,171b097d-01db-4ae8-9d56-035689402ec6,75,81,3,5,353,1,1
2025,74f4d3c6-f105-49b3-bb25-ee57ac47d235,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,4f57ec40-0d35-4b59-bea0-9d040f0d2292,83,88,1,1,356,1,1
2025,765fac81-ca49-432b-8368-a419565a5531,08ed8274-e29f-4248-bc2e-83cc8ed18d75,a015b02d-845c-40c1-8ef4-844984f47e4d,100,52,0,1,328,1,1
2025,772cef5b-3110-4eaf-a68b-6eb3cd04f42a,a015b02d-845c-40c1-8ef4-844984f47e4d,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,84,76,9,1,384,1,1
2025,779671c7-564a-4c9b-8014-3f019f2e56ad,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,92,91,7,6,393,1,1
2025,79540e2c-1097-4658-8983-740bf9bcb90f,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,6f017f37-be96-4bdc-b6d3-0a0429c72e89,94,84,18,6,338,1,1
2025,7989533a-1d74-4dd2-987f-83cae58ec668,a015b02d-845c-40c1-8ef4-844984f47e4d,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,67,56,1,1,382,1,1
2025,79e66bc9-a63b-4d35-a31b-81f82758ffd1,3c409388-ab73-4c7f-953d-3a71062240f6,5f0b5caf-708b-4300-92f2-53b51d83ec06,87,76,8,4,413,1,1
2025,79e78af3-8156-4f23-b736-0b0638476136,171b097d-01db-4ae8-9d56-035689402ec6,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,87,72,3,4,404,1,1
2025,7a6fecee-f650-46ac-af8f-8dfc5ff13ae2,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,4f57ec40-0d35-4b59-bea0-9d040f0d2292,75,77,9,8,370,1,1
2025,7ae48770-c55c-4f0a-af4c-c12583ea049f,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,08ed8274-e29f-4248-bc2e-83cc8ed18d75,78,62,0,0,348,1,1
2025,7bbb5b8b-7d33-4ca4-9478-a4732d10c367,5f0b5caf-708b-4300-92f2-53b51d83ec06,6f017f37-be96-4bdc-b6d3-0a0429c72e89,84,99,9,14,398,1,1
