sr_player_uuid,sr_player_name,name_norm,teamId,sr_team_uuid,canonical_playerId,phase0_teamId,phase0_playerName,team_match,has_playerId
88429de7-5dc4-471a-98cd-bc13b057db36,Maddy Siegrist,maddy siegrist,DAL,5f0b5caf-708b-4300-92f2-53b51d83ec06,player_maddy_siegrist,DAL,Maddy Siegrist,1,1
89e9800d-9af2-4b27-b6b6-835816bc2d3d,Marine Johannes,marine johannes,NYL,08ed8274-e29f-4248-bc2e-83cc8ed18d75,player_marine_johannes,NYL,Marine Johannes,1,1
8a438358-fbe0-4797-921f-add82eddf789,Jonquel Jones,jonquel jones,NYL,08ed8274-e29f-4248-bc2e-83cc8ed18d75,player_jonquel_jones,NYL,Jonquel Jones,1,1
8c94ae8d-4431-4e6b-98c6-dcd812ba76c8,Megan Gustafson,megan gustafson,LVA,171b097d-01db-4ae8-9d56-035689402ec6,player_megan_gustafson,LVA,Megan Gustafson,1,1
8f75589c-48bc-494f-9067-78fb1967107b,Amy Okonkwo,amy okonkwo,DAL,5f0b5caf-708b-4300-92f2-53b51d83ec06,player_amy_okonkwo,DAL,Amy Okonkwo,1,1
9158b902-df40-43d9-8692-327b6f6721dd,Monique Akoa Makani,monique akoa makani,PHX,0699edf3-5993-4182-b9b4-ec935cbd4fcc,player_monique_akoa_makani,PHO,Monique Akoa Makani,0,1
92b50919-8c76-4fcf-ab2e-9497f135f27c,Cecilia Zandalasini,cecilia zandalasini,GSV,4f57ec40-0d35-4b59-bea0-9d040f0d2292,player_cecilia_zandalasini,GSV,Cecilia Zandalasini,1,1
948bbd7b-a34a-442d-9e47-c6dda46ea10a,Haley Peters,haley peters,CON,a015b02d-845c-40c1-8ef4-844984f47e4d,player_haley_peters,CON,Haley Peters,1,1
96790d35-becb-4099-b2e1-3912feb1881e,Luisa Geiselsoder,luisa geiselsoder,DAL,5f0b5caf-708b-4300-92f2-53b51d83ec06,player_luisa_geiselsoder,DAL,Luisa Geiselsoder,1,1
96ebdfad-3ffa-4a02-9990-75977d7c94a1,Alanna Smith,alanna smith,MIN,6f017f37-be96-4bdc-b6d3-0a0429c72e89,player_alanna_smith,MIN,Alanna Smith,1,1
96f429a5-5b23-4edf-90b1-642d7f036118,Tyasha Harris,tyasha harris,DAL,5f0b5caf-708b-4300-92f2-53b51d83ec06,player_tyasha_harris,DAL,Tyasha Harris,1,1
9848c81d-efc7-4927-bc18-98fd0e50c761,Rebecca Allen,rebecca allen,CHI,3c409388-ab73-4c7f-953d-3a71062240f6,player_rebecca_allen,CHI,Rebecca Allen,1,1
9b155e10-fbf5-4e3d-bc35-a9929bf1a494,JJ Quinerly,jj quinerly,DAL,5f0b5caf-708b-4300-92f2-53b51d83ec06,player_jj_quinerly,DAL,JJ Quinerly,1,1
a1372723-dc8c-45c9-a160-890f80b985ab,Kamilla Cardoso,kamilla cardoso,CHI,3c409388-ab73-4c7f-953d-3a71062240f6,player_kamilla_cardoso,CHI,Kamilla Cardoso,1,1
a27cebb1-287d-49b0-b023-179e2c37843f,Dominique Malonga,dominique malonga,SEA,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,player_dominique_malonga,SEA,Dominique Malonga,1,1
a3b7b84f-cfa9-42cc-8534-f11d2e90e8de,Anastasiia Olairi Kosu,anastasiia olairi kosu,MIN,6f017f37-be96-4bdc-b6d3-0a0429c72e89,,,,0,0
a4610f86-6674-4893-9a2a-bcbcf77d5650,Olivia Nelson-Ododa,olivia nelson ododa,CON,a015b02d-845c-40c1-8ef4-844984f47e4d,player_olivia_nelson_ododa,CON,Olivia Nelson-Ododa,1,1
a49cab4d-22e2-43d3-939a-722f54eeb27f,Kathryn Westbeld,kathryn westbeld,PHX,0699edf3-5993-4182-b9b4-ec935cbd4fcc,player_kathryn_westbeld,PHO,Kathryn Westbeld,0,1
a590b4bd-b844-4f0e-9062-9792b8086df2,Chloe Bibby,chloe bibby,IND,f073a15f-0486-4179-b0a3-dfd0294eb595,player_chloe_bibby,GSV,Chloe Bibby,0,1
a6b11ee1-f2b5-4ef2-adc5-ce96c33a2bf2,Iliana Rupert,iliana rupert,GSV,4f57ec40-0d35-4b59-bea0-9d040f0d2292,player_iliana_rupert,GSV,Iliana Rupert,1,1
a8253b50-9712-4562-8f54-e36dac6299cd,Laeticia Amihere,laeticia amihere,GSV,4f57ec40-0d35-4b59-bea0-9d040f0d2292,player_laeticia_amihere,GSV,Laeticia Amihere,1,1
a8e64df8-bd27-4c28-94c9-7c1c370960dc,Shakira Austin,shakira austin,WAS,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,player_shakira_austin,WAS,Shakira Austin,1,1
ab39141d-852e-4308-8b5d-8d06441ffbbd,Rhyne Howard,rhyne howard,ATL,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,player_rhyne_howard,ATL,Rhyne Howard,1,1
b07e1abd-5eea-4883-bc95-6a72e80c75c4,Kaila Charles,kaila charles,GSV,4f57ec40-0d35-4b59-bea0-9d040f0d2292,player_kaila_charles,DAL,Kaila Charles,0,1
b262f7f1-1c78-406c-86aa-7ad15122931f,DeWanna Bonner,dewanna bonner,PHX,0699edf3-5993-4182-b9b4-ec935cbd4fcc,player_dewanna_bonner,IND,DeWanna Bonner,0,1
b2bb37a6-6879-4c1f-ae20-5f6492bef87a,Naz Hillmon,naz hillmon,ATL,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,player_naz_hillmon,ATL,Naz Hillmon,1,1
b404562d-a1fd-446f-bcd0-6b545dfde9c6,Kayla McBride,kayla mcbride,MIN,6f017f37-be96-4bdc-b6d3-0a0429c72e89,player_kayla_mcbride,MIN,Kayla McBride,1,1
b478ebc6-8b1f-4d39-9707-048d24a88c26,Alysha Clark,alysha clark,WAS,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,player_alysha_clark,WAS,Alysha Clark,1,1
b61d82ac-3726-4e9a-a7ed-d2c1ade14fa2,Jaylyn Sherrod,jaylyn sherrod,MIN,6f017f37-be96-4bdc-b6d3-0a0429c72e89,player_jaylyn_sherrod,MIN,Jaylyn Sherrod,1,1
b61f397f-0cb5-49db-9e88-f91991757203,Courtney Vandersloot,courtney vandersloot,CHI,3c409388-ab73-4c7f-953d-3a71062240f6,player_courtney_vandersloot,CHI,Courtney Vandersloot,1,1
b6d346c5-f9dc-4217-96a3-5e0f2a732b04,Sevgi Uzun,sevgi uzun,CHI,3c409388-ab73-4c7f-953d-3a71062240f6,player_sevgi_uzun,PHO,Sevgi Uzun,0,1
b84a83b9-07b1-4115-b2ad-8cb69a96ef08,Arike Ogunbowale,arike ogunbowale,DAL,5f0b5caf-708b-4300-92f2-53b51d83ec06,player_arike_ogunbowale,DAL,Arike Ogunbowale,1,1
ba416583-7ac2-4156-b708-253712fcefe5,Rickea Jackson,rickea jackson,LAS,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,player_rickea_jackson,LAS,Rickea Jackson,1,1
bd29dd23-a76b-4392-8208-5eaac25861e0,Kitija Laksa,kitija laksa,PHX,0699edf3-5993-4182-b9b4-ec935cbd4fcc,player_kitija_laksa,PHO,Kitija Laksa,0,1
